age,salary,study_hours,internet_access,experience,purchased
28,58715,3.38,1,8,0
26,25789,6.78,0,3,0
51,86517,0.93,1,20,1
29,43412,9.72,1,8,1
52,18088,7.23,1,0,0
52,74806,7.68,1,9,1
18,27736,2.9,0,0,0
57,108684,9.33,1,18,1
39,111160,7.69,1,16,1
46,32775,9.94,1,4,0
25,54075,5.65,1,2,0
28,56447,4.61,1,4,0
58,79988,6.75,1,18,1
54,97315,5.97,1,20,1
31,30707,5.72,1,0,0
47,96529,5.51,0,15,1
52,29962,4.59,1,1,0
38,24093,3.58,1,1,0
54,72532,4.5,0,10,0
22,32842,9.28,1,1,1
36,80468,4.3,1,16,1
31,54331,5.75,1,5,0
43,77219,9.42,1,15,1
21,34082,6.6,0,0,0
42,66021,9.48,0,6,1
59,116211,2.01,0,17,0
42,128262,5.67,1,16,1
35,79570,0.75,1,14,0
57,89670,7.02,0,10,1
25,66369,7.77,0,6,0
56,103736,9.21,1,20,1
57,117698,9.25,1,20,0
31,55225,2.94,1,8,0
49,101380,7.05,0,13,1
55,68512,2.39,1,10,0
50,59861,2.38,0,5,0
40,63635,1.35,1,5,0
32,98587,3.64,1,13,1
50,27978,9.78,1,2,0
42,107234,6.85,1,18,1
34,53516,0.79,1,8,0
50,71842,9.46,1,14,1
19,32001,6.08,1,0,0
31,58214,3.28,1,10,1
57,113819,0.49,0,20,1
57,51634,1.02,0,9,0
56,47834,3.07,0,5,0
23,29570,5.46,0,0,1
23,35131,3.52,1,4,0
20,53520,1.93,1,1,0
24,51998,5.44,1,5,0
25,62247,3.83,1,3,0
59,106098,6.1,1,14,1
32,60307,5.41,1,7,0
46,72821,7.64,0,10,0
50,110585,1.88,0,15,1
47,108204,3.57,1,18,1
56,46143,0.76,1,2,0
44,96329,8.96,1,20,1
53,117867,2.45,1,17,1
46,74700,2.55,1,7,0
55,53439,3.33,1,9,0
50,92952,2.08,1,20,1
54,69195,2.62,1,4,1
44,82237,4.18,0,13,1
50,71033,3.5,1,7,0
21,48196,2.23,1,0,0
39,88468,6.98,0,12,1
19,34714,7.41,1,0,0
27,41628,9.09,1,0,0
22,33703,5.43,0,1,0
27,32934,1.13,0,0,0
50,82657,9.01,1,7,1
55,120873,8.45,1,19,1
30,24051,1.19,0,2,0
48,78206,3.11,1,13,0
53,74472,9.0,1,17,1
41,44973,2.97,1,3,0
32,49883,7.58,1,11,1
46,50646,5.54,0,7,1
25,23413,6.76,1,0,0
22,26245,7.27,1,0,0
46,61295,7.65,1,5,1
21,23617,8.1,1,0,0
29,38226,4.43,1,0,0
19,45849,3.94,1,1,0
44,32548,7.07,1,4,0
48,87209,4.53,1,8,1
53,75457,5.83,1,7,1
53,77584,0.16,1,8,0
43,72909,7.61,1,7,1
60,38791,0.4,1,5,0
44,100126,9.18,1,20,0
22,52959,3.57,1,2,1
37,49929,2.86,1,2,0
28,41263,5.83,0,6,0
27,25322,8.93,1,0,1
57,87992,6.63,0,9,1
55,52637,7.1,1,5,1
23,55172,8.27,1,4,1
25,49190,6.13,1,0,0
40,86047,1.89,1,20,1
43,58793,2.67,0,2,0
60,44579,0.33,1,5,1
29,89984,7.68,1,11,0
43,44975,1.58,0,0,0
30,63507,4.77,0,11,0
57,110145,4.3,1,15,1
35,87175,7.12,1,17,1
42,48051,8.84,1,7,1
50,39167,3.91,1,5,0
57,74722,7.53,0,18,1
60,101372,8.88,0,17,1
29,88408,5.54,0,8,0
53,98396,2.56,1,17,1
21,25605,8.31,1,1,0
22,36249,7.26,1,3,0
54,99881,4.18,1,17,1
25,66525,8.49,0,4,0
59,57433,9.42,1,10,1
45,89265,7.15,0,17,0
48,31277,4.09,0,0,0
26,34084,5.1,1,2,0
46,98451,0.3,1,19,1
31,81306,3.35,1,11,1
57,30887,3.27,1,4,0
58,114231,0.7,1,15,1
39,54624,6.86,1,3,0
28,44660,7.19,1,1,0
40,103191,0.78,1,17,1
18,44720,6.77,0,0,0
54,24049,3.42,1,1,1
38,60116,8.27,1,5,1
43,82073,3.83,0,15,1
53,37292,6.53,1,2,0
40,90883,2.83,1,18,0
18,29708,7.0,0,0,0
57,60366,9.88,1,10,1
32,73775,8.93,1,5,1
38,41438,6.13,1,0,0
26,41023,1.12,1,5,0
26,51190,6.45,1,4,0
27,47858,2.88,0,2,1
43,65281,3.98,1,7,0
58,58257,2.29,1,2,0
52,82513,6.74,1,14,1
42,142652,4.35,1,20,1
43,118521,4.26,1,16,1
28,32356,9.25,1,4,0
55,80131,7.64,1,17,1
19,30388,6.99,1,0,0
24,57395,6.1,1,3,0
35,87998,6.46,1,8,1
44,64056,4.2,1,13,1
51,80551,8.71,0,15,1
44,135023,2.63,0,20,1
34,101808,4.12,1,16,1
60,52279,7.4,1,6,0
41,117871,0.74,0,19,1
42,69931,6.86,1,6,1
24,44536,9.38,1,5,1
23,58247,5.81,0,5,0
41,80294,3.58,1,12,0
50,35393,1.89,1,2,0
46,24664,8.77,0,2,0
60,71110,4.59,0,13,1
39,31416,1.67,1,1,0
43,30069,5.84,1,2,0
45,74531,3.65,1,6,0
38,43917,3.78,1,1,1
24,60173,9.54,1,4,1
34,26309,6.51,0,3,0
37,60974,0.2,0,3,0
58,57792,5.75,0,6,0
37,45191,4.56,1,0,0
39,72708,0.92,1,12,1
45,90232,9.47,1,16,1
57,69220,5.71,0,6,0
24,58466,9.18,1,3,1
18,27963,4.94,1,0,0
49,85995,1.11,0,16,0
30,74804,2.91,1,11,1
47,95504,9.85,1,17,1
40,43913,8.46,1,3,0
36,72394,3.88,0,12,0
49,68004,8.27,1,9,1
47,24550,4.34,1,1,0
46,43467,5.02,1,3,0
46,33266,6.39,1,4,0
47,32087,9.31,1,3,0
33,96944,2.39,0,14,1
57,91919,6.83,1,11,1
36,75920,7.63,1,13,1
35,62934,0.99,1,9,1
18,37510,5.87,0,0,0
31,57976,4.76,1,11,1
19,37169,0.41,1,1,0
45,66325,6.34,0,6,0
47,42022,6.93,1,1,0
55,115122,7.99,1,18,1
21,45438,1.36,0,3,0
18,35559,0.61,1,0,0
25,42361,1.99,1,7,0
46,87834,8.67,0,13,1
56,96643,2.82,1,15,1
20,43196,6.72,0,2,0
49,47345,8.48,1,5,1
27,57319,4.53,1,9,0
27,45478,1.13,1,6,0
36,78201,0.72,1,13,1
51,62856,8.0,0,12,1
50,26186,6.86,1,2,0
40,102843,5.3,1,14,1
45,90370,1.58,1,16,1
49,15200,9.77,1,0,0
24,35410,0.59,0,4,0
46,110296,9.37,1,19,1
25,41162,4.98,0,4,0
18,20558,3.19,1,0,0
20,35538,8.41,1,0,0
41,100423,7.86,0,15,1
40,122872,1.6,0,19,1
25,22930,9.77,1,0,0
54,46789,0.73,1,4,0
20,28283,5.39,0,1,0
50,67907,0.53,1,4,0
45,101869,2.5,1,17,1
25,25463,5.65,1,2,0
51,37583,0.09,0,5,0
52,100966,1.01,0,16,1
49,82600,7.29,1,10,1
41,84773,0.54,0,14,0
31,40589,2.62,1,1,0
49,66511,7.11,1,11,0
60,93140,0.85,1,18,1
33,65354,4.54,1,8,0
21,56933,4.71,1,3,0
54,85388,7.77,1,15,0
38,80153,4.05,1,11,1
31,41872,6.45,1,0,0
48,99317,6.02,1,19,1
35,77551,4.93,1,13,1
24,46394,8.34,0,6,0
27,50170,5.28,0,7,0
24,52515,0.03,1,4,0
50,72406,5.15,0,11,0
40,58988,1.59,1,6,0
38,29297,4.78,1,1,0
36,46479,4.17,1,2,0
36,74337,3.77,1,7,1
53,49813,6.6,0,3,0
46,82307,1.67,1,12,1
35,59817,0.05,1,6,0
19,24657,9.63,1,1,0
18,18921,0.88,1,0,1
22,34368,6.25,1,3,0
37,50497,6.41,1,3,0
28,40792,9.17,1,4,1
59,77354,7.87,0,13,1
19,23065,2.96,1,1,0
20,24940,2.74,1,1,0
40,85257,8.31,1,14,1
29,55055,2.2,1,7,0
37,52816,3.85,1,6,0
22,38348,3.11,1,3,0
54,42068,5.35,1,7,0
55,82079,6.05,1,14,1
47,65734,7.18,1,4,0
26,20313,2.48,0,0,0
51,85836,8.03,0,11,1
52,90814,8.17,1,10,1
39,62266,3.75,1,3,0
41,69085,3.45,0,16,0
34,36651,2.36,0,3,0
27,50079,3.12,1,2,0
47,35731,9.64,1,5,1
40,97815,9.6,1,17,1
49,95423,1.66,1,20,1
34,36177,6.82,1,3,0
34,91594,3.39,1,14,1
31,59586,6.58,0,12,0
26,34176,2.4,1,4,0
57,102871,0.2,1,19,1
19,38384,8.98,0,1,0
42,124773,2.11,0,20,1
56,64868,9.29,0,12,1
26,57691,4.86,1,4,0
39,34434,2.87,1,3,0
60,32139,4.3,1,2,0
21,38925,6.52,0,1,1
43,62519,9.8,0,8,1
46,45710,5.09,1,4,0
51,53210,8.53,1,4,1
40,124255,3.36,1,17,1
54,21230,7.0,1,0,1
28,30691,0.14,0,0,0
23,36564,4.97,1,0,0
35,50316,5.77,1,7,0
38,55587,0.0,0,4,0
59,25462,8.68,1,1,0
53,69520,8.35,1,11,1
58,81167,6.55,1,9,1
55,92448,4.3,1,11,1
51,97818,1.96,1,14,1
34,113164,9.49,1,15,1
54,56591,2.92,1,7,0
42,125135,6.74,1,20,1
55,56945,1.12,1,4,0
29,53098,1.0,1,3,0
40,89593,8.19,0,15,1
59,50439,3.02,0,7,0
39,45202,7.71,1,8,1
38,30362,4.38,1,1,0
44,96651,4.42,0,17,1
48,76786,8.8,1,14,1
23,23098,9.15,1,2,0
44,49568,2.08,1,4,0
57,51568,7.23,0,7,0
51,52108,2.7,1,7,0
29,80449,8.29,1,8,1
24,19204,5.45,0,0,0
27,61047,3.11,1,4,0
34,48627,1.8,1,7,0
43,73038,1.61,1,9,0
38,41729,5.42,1,2,0
45,40803,4.18,0,2,0
19,18868,8.29,1,0,0
60,47493,0.64,0,5,0
18,40861,1.79,1,0,0
53,26113,0.45,0,3,0
43,96621,5.13,1,15,1
46,98153,5.57,0,14,1
38,49046,3.32,0,7,0
28,45810,2.85,0,6,0
57,118502,4.13,0,16,0
28,58612,9.83,1,7,1
53,55965,0.27,1,4,0
56,65984,4.63,1,5,0
57,55709,3.16,1,4,0
52,54302,3.78,0,7,0
51,55863,8.53,1,6,1
41,53762,4.9,1,2,0
39,122002,0.73,0,19,1
22,51036,7.38,1,1,0
50,44481,2.7,1,0,0
53,73749,5.05,1,18,1
37,42771,5.48,1,7,0
36,37181,9.38,0,0,0
52,91873,6.87,0,14,0
60,92947,8.87,1,14,1
34,21536,8.01,0,2,0
60,68817,6.57,1,14,1
51,67811,3.99,1,6,0
26,23907,2.46,1,0,0
43,50939,4.98,1,3,0
19,35805,9.6,0,0,0
26,29809,3.35,0,1,0
26,38544,1.81,1,4,1
57,120647,9.14,1,19,1
34,70095,8.98,1,11,1
18,15609,0.22,1,0,0
42,93586,6.1,1,16,1
60,62042,6.07,1,8,1
57,71437,3.88,1,12,1
59,48579,0.24,1,6,0
42,53712,3.77,1,10,0
56,101800,4.03,1,12,0
52,66995,8.42,0,9,1
20,33846,3.27,1,0,0
54,82649,7.87,1,14,1
47,88735,9.22,1,16,0
55,65734,3.55,0,7,0
51,111215,3.73,1,19,1
29,41345,5.92,0,5,0
36,94762,6.61,1,17,1
54,99763,2.33,1,14,1
34,44509,1.89,1,1,1
27,37283,9.44,1,1,0
29,53877,7.94,1,5,1
33,36209,3.56,1,2,0
41,47924,1.68,1,2,0
36,76999,1.03,0,18,0
25,47111,2.28,0,2,0
48,68641,2.46,0,6,0
38,105520,3.15,1,16,1
34,76354,7.05,1,7,1
40,92839,0.52,1,13,1
54,35739,4.66,1,2,0
33,69053,9.49,0,7,1
23,41254,7.67,0,0,0
25,45970,2.09,0,3,0
42,48981,0.79,1,1,0
35,89156,2.34,1,14,1
42,48850,9.88,1,7,1
29,49110,5.56,1,4,0
32,47719,4.03,1,2,0
43,69398,5.42,1,9,0
58,127311,4.82,1,17,1
43,62954,8.83,1,10,1
49,44828,5.04,1,6,0
27,60305,2.16,0,6,1
33,53891,2.58,0,4,0
24,59505,6.21,1,4,0
34,45482,4.83,1,5,0
40,67349,6.32,1,6,1
43,112501,0.28,0,20,1
38,105733,8.91,1,20,1
39,66267,7.65,1,10,1
24,41068,7.79,1,2,0
31,47055,9.25,1,3,0
32,20309,8.65,1,1,0
24,22649,5.85,1,1,0
26,46331,3.61,1,0,0
25,28756,6.03,1,0,0
40,59646,1.21,1,10,0
46,54552,4.33,1,6,0
35,84834,6.35,0,15,1
48,32944,2.66,1,3,0
47,101441,5.09,1,12,1
56,96366,2.88,0,13,1
52,108385,2.25,1,19,1
35,95292,4.06,1,15,1
59,53894,5.18,0,8,0
56,80601,8.84,1,8,1
34,57530,7.64,1,6,1
31,55799,1.48,0,10,0
48,67569,0.23,1,6,0
41,73464,7.92,1,10,1
52,64513,8.19,1,6,1
51,121748,4.76,1,18,1
20,52302,2.27,0,2,1
54,72419,7.16,0,15,1
60,125131,3.16,1,20,1
57,80890,1.13,1,15,1
43,74656,1.1,0,14,0
40,48323,3.21,0,1,0
56,73807,1.79,1,6,0
32,113092,8.59,1,14,1
21,35436,8.46,1,0,0
46,118039,9.43,0,20,0
39,61156,4.74,1,6,0
42,96090,6.24,1,15,1
30,82339,5.52,1,12,1
35,52649,4.52,0,4,0
50,58656,4.2,1,6,0
33,100079,7.88,1,15,1
59,56345,6.32,1,7,0
19,40392,1.47,1,0,0
52,75799,2.54,0,9,0
59,99742,7.3,0,14,1
51,83555,4.35,0,12,1
47,112976,2.93,0,20,1
30,52579,0.7,0,9,0
30,56126,1.35,1,5,0
35,46035,2.52,1,6,0
49,96894,8.96,1,20,0
49,42805,6.26,1,1,0
52,59896,5.06,1,5,0
56,64357,6.36,1,12,1
46,109711,2.85,1,20,1
46,65782,0.05,1,5,0
33,77188,1.09,1,11,0
27,39493,8.12,0,2,0
47,37544,1.85,1,0,0
42,70113,8.15,1,11,1
56,80020,5.68,1,9,1
37,34169,6.18,1,0,0
22,31389,4.54,0,1,0
18,44793,6.48,1,0,0
47,47623,4.22,1,9,0
20,24749,5.08,0,2,0
31,90845,6.51,1,11,0
47,94468,1.29,0,14,0
21,46989,1.3,1,3,0
35,58266,2.73,1,5,0
54,77539,9.87,1,15,1
42,50915,3.67,1,7,0
18,22091,6.88,0,0,0
32,54933,7.13,0,7,0
26,23147,6.67,0,1,0
32,40790,6.85,0,2,0
41,24361,1.18,1,1,0
21,45248,6.84,0,3,0
29,26190,9.99,1,0,0
54,106209,5.57,0,19,1
54,104848,7.49,1,18,0
60,79444,1.17,0,19,0
23,40093,2.24,1,4,0
56,88630,7.88,1,18,1
41,54783,7.02,1,4,0
28,40335,1.53,0,3,0
30,72405,2.59,0,10,0
51,60871,2.42,1,8,0
42,120111,8.79,1,20,1
24,45602,2.36,1,4,0
21,25281,2.71,1,1,0
25,44293,6.42,1,3,0
37,52628,4.86,0,3,0
46,38269,1.87,1,4,0
27,30144,6.0,1,4,0
60,86817,2.79,1,12,1
51,27760,3.73,1,3,0
43,67862,0.67,1,9,0
58,83315,6.42,1,12,1
20,43328,0.51,1,1,0
23,40906,7.88,0,5,0
22,29889,8.91,1,1,0
22,23154,9.63,1,1,0
40,98281,1.4,1,15,1
26,66099,2.08,1,6,0
52,65107,8.56,0,8,1
37,66884,5.17,1,14,1
59,73431,9.74,1,8,1
52,105716,0.66,1,13,1
35,65350,7.91,1,7,1
34,94688,1.21,1,11,1
41,45072,6.71,1,1,0
20,40513,9.08,1,0,0
49,58304,5.98,1,6,1
52,85454,8.96,1,19,1
55,85261,2.39,1,14,0
30,35982,4.65,1,0,0
42,50391,1.46,1,3,0
26,61751,2.65,1,8,0
21,31506,7.46,1,3,0
31,58307,7.51,0,9,0
54,42738,8.85,0,3,0
51,102595,7.36,1,14,1
28,50196,0.63,0,1,0
58,99002,1.3,1,13,0
20,41629,3.56,1,2,0
45,104114,3.4,1,13,1
46,21046,3.72,1,0,0
26,24891,1.51,0,2,0
20,25318,2.48,1,1,0
42,86630,8.95,1,8,1
51,101759,0.76,0,20,1
29,72857,6.76,1,8,1
59,63089,7.96,0,12,0
26,66239,2.21,1,8,0
32,57367,3.22,1,9,1
57,94824,0.66,1,14,1
42,82065,1.66,1,11,1
22,30072,4.47,1,1,0
28,22717,0.53,0,0,0
51,67629,2.81,1,7,0
41,101997,7.28,1,12,1
32,72531,1.19,1,9,0
55,82045,0.57,1,14,1
25,51089,3.96,1,6,0
22,49054,2.63,1,1,0
43,28419,0.41,1,2,0
35,73916,9.53,0,8,1
23,19083,9.6,1,1,0
54,46799,0.22,1,6,0
30,41952,5.94,1,1,0
45,33473,8.49,1,0,0
22,52529,1.57,0,4,0
30,26848,5.62,1,0,0
34,97261,6.26,1,15,1
57,103314,5.41,1,19,1
49,49127,2.78,1,3,0
46,86198,5.3,1,13,1
20,37682,6.98,1,1,0
57,56783,2.03,0,3,0
51,69561,4.39,1,14,1
57,29802,0.12,0,0,0
44,84788,1.71,1,17,1
30,78894,2.58,1,11,1
50,70642,7.02,0,7,0
23,55787,5.85,0,4,1
41,86942,5.48,1,19,1
36,90521,4.38,1,15,0
33,76803,4.42,1,15,1
57,56094,4.91,1,3,0
45,101506,9.25,1,12,1
50,58544,9.65,1,7,1
58,105468,7.71,1,16,1
30,71312,0.1,1,10,0
60,68903,4.52,1,7,1
42,73307,8.46,1,8,1
59,119754,5.22,0,19,1
53,92741,3.38,1,13,1
44,92835,4.99,1,9,1
55,126571,0.06,0,20,1
24,49614,5.98,1,0,0
22,48507,5.23,0,1,0
60,97033,0.5,1,13,1
48,61340,9.33,1,4,1
40,78276,5.03,1,12,1
59,26156,2.83,1,0,0
27,55375,5.12,1,4,0
49,74841,9.81,1,10,1
60,52600,6.71,1,5,0
47,70623,5.43,1,14,1
56,77903,4.29,1,13,1
48,73588,7.85,1,8,1
35,72994,3.06,1,13,1
53,82245,6.64,1,9,1
19,27171,1.09,0,0,0
31,40039,1.14,1,2,0
30,23496,5.11,1,0,0
46,79994,7.79,1,15,1
29,49406,5.26,1,5,0
56,74898,3.16,1,12,0
19,43109,1.6,1,0,0
49,94922,0.78,0,19,0
30,50473,8.52,1,1,0
44,43744,6.16,1,3,0
58,79668,2.81,1,18,0
34,89965,4.56,0,14,1
57,110859,8.71,1,14,0
48,68368,3.77,1,4,0
51,79457,2.55,0,13,0
41,29632,1.82,1,4,0
52,77371,4.6,1,10,1
23,37623,6.45,1,2,0
36,60638,6.38,1,6,1
47,47878,2.47,1,4,0
24,58495,9.41,1,6,1
27,31502,0.4,1,1,0
58,82380,7.95,0,16,1
49,69625,3.86,1,9,1
51,107385,6.14,0,20,1
45,109013,2.05,1,16,1
32,73710,4.69,1,6,1
47,30763,1.86,1,0,0
54,89077,8.08,1,18,1
46,31898,1.14,0,2,0
39,32097,3.88,1,2,0
21,35202,1.93,1,0,0
37,64487,4.15,1,14,1
49,104019,9.49,1,17,1
53,46692,6.39,0,0,0
21,51542,2.61,1,1,0
44,68285,0.83,1,9,0
34,70512,5.99,1,11,1
29,37822,0.97,0,3,0
39,109706,5.91,1,16,1
34,64429,8.41,1,6,1
27,40322,4.19,1,5,0
18,30240,8.15,1,0,0
39,130387,8.1,1,19,1
43,90751,1.12,1,11,1
35,75036,5.83,1,7,1
31,77179,9.55,1,8,1
46,97057,5.34,1,16,0
29,35095,9.02,1,2,0
53,132773,3.1,1,20,1
52,50420,0.72,1,9,0
29,79491,7.31,1,10,1
24,70507,0.51,0,6,0
46,114173,3.76,1,17,0
28,31977,8.77,0,3,0
50,56882,7.82,1,12,1
23,46371,4.21,1,4,0
32,45273,0.88,0,5,0
49,66051,5.81,1,9,1
28,39211,3.85,0,2,1
40,98384,4.27,0,17,1
43,65043,3.59,1,11,1
51,87365,7.77,0,15,1
51,75834,8.17,1,8,1
46,81895,3.09,0,12,0
21,26481,1.03,0,1,0
34,64607,4.95,1,11,1
52,93814,1.88,1,18,1
30,54405,7.46,1,5,0
58,93175,7.52,1,20,1
56,123619,4.3,1,20,1
32,75216,7.73,0,8,1
46,82026,5.47,1,16,1
46,68779,4.97,1,5,1
28,56494,6.43,1,6,0
49,32036,8.39,1,1,0
19,48301,9.09,0,1,0
31,46591,6.85,1,0,1
37,106808,6.43,1,18,1
39,96389,6.01,1,17,1
28,49577,1.43,1,6,0
44,88869,5.56,1,10,1
20,29544,8.74,1,0,0
34,31623,8.93,0,2,0
45,92178,7.1,1,18,1
46,77033,7.22,1,8,1
38,90404,3.9,1,12,1
33,43895,3.54,0,7,0
54,47617,0.5,1,2,0
37,61316,1.41,1,5,0
23,35874,2.79,1,3,0
36,102038,2.82,1,15,1
22,49566,1.87,1,3,1
20,31042,5.85,1,1,0
18,38028,2.11,1,0,0
55,42516,3.22,1,1,0
32,48697,6.09,1,0,0
51,96323,1.15,1,16,1
52,83593,2.33,1,10,1
42,49351,1.43,1,8,0
41,71284,9.65,0,9,1
29,71064,4.64,0,10,0
35,82915,8.14,1,14,1
32,34320,9.79,1,1,0
33,25285,6.44,1,0,0
44,60566,4.48,1,10,1
25,24826,0.06,1,2,0
42,68857,9.13,1,5,1
34,41458,4.54,1,4,0
46,88017,6.51,1,17,0
25,56548,1.52,0,5,0
32,55671,0.8,1,4,0
44,115048,8.3,1,15,0
24,41161,6.87,0,5,0
20,26801,0.7,1,1,0
46,50503,7.38,1,1,0
41,43082,2.9,1,6,0
20,28754,1.01,1,2,0
37,73095,2.47,0,7,0
32,66428,8.44,1,10,1
42,108862,2.26,1,20,1
47,89517,7.29,0,20,1
31,67305,7.7,1,12,1
24,41105,4.48,1,0,0
34,59186,4.61,0,4,0
37,80474,7.41,1,10,1
53,91454,4.76,1,11,1
26,42686,9.99,0,3,0
55,130765,9.68,1,19,1
39,36093,0.19,1,1,0
19,31894,1.9,1,1,0
41,40589,7.85,1,3,0
25,52533,1.88,1,1,0
28,61335,8.77,1,4,1
30,21121,1.71,0,0,0
34,97493,5.3,0,11,1
25,53135,7.67,1,4,0
38,86237,4.46,1,11,1
35,36947,7.68,1,5,0
47,48639,8.96,0,1,0
35,96816,6.48,1,15,1
48,67667,6.16,0,12,0
55,38842,2.97,1,3,0
49,94339,8.32,0,15,1
28,70195,5.52,1,6,1
42,106556,0.05,1,14,1
50,84774,7.88,1,12,1
55,73643,2.9,1,9,1
58,109885,1.97,0,17,1
25,51877,4.21,1,2,0
28,39565,1.35,1,4,0
39,33645,7.33,0,3,0
41,106005,6.18,1,20,1
58,84411,0.49,0,15,0
34,42780,8.56,1,3,0
29,35745,1.39,1,2,0
49,118435,8.37,0,20,1
32,46464,4.91,1,2,0
33,50036,8.17,1,6,1
39,138234,2.81,0,20,0
45,35744,6.3,1,4,0
37,75783,7.42,0,12,1
50,49052,1.16,1,0,0
27,48631,2.67,0,2,0
57,117517,4.51,1,15,1
49,39298,4.55,1,0,0
50,59499,5.05,1,5,0
19,30064,4.11,0,1,1
50,109332,0.48,0,20,1
50,69977,6.96,0,8,0
58,56697,2.16,1,5,0
30,52361,8.14,1,10,1
47,40381,6.13,0,2,0
50,82214,2.62,0,19,1
30,52304,0.83,1,2,0
43,115471,6.95,1,20,1
39,99975,9.64,1,14,0
56,95187,8.37,1,16,1
19,53171,1.64,1,1,0
55,56145,0.94,1,9,0
56,95413,5.1,1,14,1
43,112034,2.12,0,17,1
32,83779,1.93,1,14,1
51,100606,3.75,1,14,0
59,34994,4.04,1,4,1
57,48353,5.7,0,8,0
28,53357,6.63,1,3,0
20,27131,8.26,1,1,0
23,34477,8.04,1,3,0
26,62899,1.45,0,6,0
23,48763,5.83,0,3,0
26,80506,7.59,1,8,1
56,73338,8.04,1,12,1
48,69407,8.84,1,13,0
49,70319,1.53,1,9,0
58,81567,4.74,1,9,1
29,71735,5.62,1,10,1
25,47554,4.0,1,2,0
25,27568,6.43,1,2,0
45,66526,4.42,1,8,1
37,58744,2.4,1,10,0
24,16423,6.22,1,0,1
28,73051,3.68,1,10,1
37,78080,3.1,1,7,0
33,54393,8.17,1,5,1
21,40507,1.65,0,0,0
23,25405,1.74,1,0,0
39,68558,9.19,1,11,1
43,74189,8.61,1,10,1
20,50771,5.4,1,2,0
58,38388,9.96,0,0,0
59,40878,7.93,1,0,0
31,62534,6.76,0,11,0
28,70724,4.86,1,7,1
35,72529,5.45,1,12,1
29,32153,0.45,1,1,1
40,104189,4.49,1,14,1
29,24051,7.04,1,1,0
30,66633,5.44,1,12,0
42,55498,8.22,0,9,0
36,59120,6.59,0,7,0
53,38320,10.0,1,3,1
25,80088,2.99,1,7,0
46,66246,9.56,1,6,1
49,82059,5.2,1,14,1
35,81104,2.22,1,12,1
23,43698,9.54,0,1,1
35,44750,8.39,0,4,0
36,50521,4.84,0,11,0
39,50712,2.75,1,1,0
54,118552,5.11,1,17,1
49,93427,0.81,1,12,1
58,93795,8.48,1,18,0
20,33150,6.15,1,2,0
45,87839,1.61,1,9,1
27,54125,0.97,1,7,0
52,91304,6.97,1,12,1
46,112070,7.96,1,18,1
32,83039,5.8,0,11,1
50,39361,7.65,1,4,0
24,28895,8.84,1,2,1
29,26190,8.91,0,0,0
47,83261,6.97,1,14,1
38,66566,6.85,1,8,1
48,104703,8.0,1,20,1
41,55302,6.43,1,2,0
37,55965,2.32,1,3,0
54,47394,6.49,1,7,0
21,36819,7.41,1,1,0
45,28992,5.5,1,1,0
37,73183,7.07,1,11,1
41,49094,6.36,1,2,0
49,84419,9.46,1,11,1
58,58065,6.97,0,8,1
53,63158,8.77,0,8,1
51,32599,0.54,1,5,0
53,56068,5.38,1,9,1
19,27898,3.69,1,1,0
32,45836,5.2,0,2,0
51,90756,4.98,1,15,0
53,128825,9.56,1,20,1
23,61167,0.39,0,5,0
56,81297,2.93,1,8,1
59,63731,0.39,1,8,0
29,45190,5.58,1,2,0
20,37725,1.48,1,0,0
35,47872,7.93,1,8,1
57,90014,7.38,1,11,1
38,51227,6.87,1,2,0
32,60628,0.24,1,9,1
50,43103,5.32,1,4,1
52,30146,9.25,1,0,0
43,56811,0.32,0,8,0
25,39901,8.35,1,1,0
53,85806,9.79,0,16,1
47,58155,5.05,0,3,0
40,76009,2.01,1,13,1
59,124006,9.21,1,19,1
31,80473,4.42,0,7,0
31,46677,3.41,0,4,0
19,33836,9.18,0,1,1
54,86852,3.53,1,12,1
22,43364,4.52,1,4,0
55,99282,7.07,1,18,1
58,101692,9.13,1,16,1
31,18847,6.53,1,0,1
56,79261,6.9,1,19,1
42,50576,0.07,1,6,0
37,93432,7.23,1,14,1
19,35191,3.56,1,1,0
56,42443,9.89,1,0,0
23,46032,5.2,1,4,0
34,50945,3.77,1,7,0
42,130361,7.87,1,20,1
45,72637,5.08,1,7,1
19,40505,3.14,1,1,0
52,92850,0.56,1,16,1
54,15788,8.64,1,0,0
22,41557,9.45,1,3,0
18,49441,8.22,0,0,0
57,63142,2.45,1,7,0
29,42638,2.59,0,3,0
53,97560,4.89,1,14,0
40,113322,2.74,1,20,1
48,119580,6.71,1,17,1
28,15888,8.33,1,0,0
27,63829,9.5,1,6,1
20,32263,0.1,1,1,0
31,55313,9.79,1,3,1
33,53876,1.82,1,6,0
27,53374,4.97,1,2,0
46,63948,5.84,1,10,1
27,29051,4.37,1,3,0
29,52085,6.35,1,9,1
47,79204,4.39,1,16,1
58,41043,7.75,1,6,0
18,36035,5.94,1,0,0
22,37105,0.23,1,2,0
37,30515,8.79,1,0,0
25,57602,0.15,1,2,0
60,82436,0.95,1,9,1
29,44800,3.0,1,3,0
18,21096,8.1,1,0,1
37,68422,2.58,1,7,0
45,34415,7.39,1,1,0
60,66608,1.59,0,9,0
54,26423,1.86,1,1,1
54,122121,1.96,1,20,1
29,41375,1.69,1,0,0
54,64223,1.19,1,7,0
45,139012,2.32,0,19,1
32,56701,2.81,1,5,0
